{'loss': 0.6482, 'grad_norm': 3.9647905826568604, 'learning_rate': 4.985449578334719e-06, 'rewards/chosen': 0.013955354690551758, 'rewards/rejected': -0.08309493213891983, 'rewards/accuracies': 0.7400000095367432, 'rewards/margins': 0.09705028682947159, 'logps/chosen': -12.460247993469238, 'logps/rejected': -13.747300148010254, 'logits/chosen': -99.69064331054688, 'logits/rejected': -99.4447250366211, 'epoch': 0.0}
{'loss': 0.2106, 'grad_norm': 0.12190267443656921, 'learning_rate': 1.6005463831809006e-07, 'rewards/chosen': 0.23223766684532166, 'rewards/rejected': -6.1011223793029785, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 6.333360195159912, 'logps/chosen': -10.17788028717041, 'logps/rejected': -73.81561279296875, 'logits/chosen': -27.94852066040039, 'logits/rejected': -40.3612060546875, 'epoch': 0.97}
{'loss': 0.3735, 'grad_norm': 148.6156768798828, 'learning_rate': 1.4520726927188504e-07, 'rewards/chosen': 0.02672532945871353, 'rewards/rejected': -5.765615463256836, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.7923407554626465, 'logps/chosen': -12.373771667480469, 'logps/rejected': -70.4759292602539, 'logits/chosen': -26.3046932220459, 'logits/rejected': -39.008888244628906, 'epoch': 0.97}
{'loss': 0.1873, 'grad_norm': 0.3881491720676422, 'learning_rate': 1.3035990022568e-07, 'rewards/chosen': 0.2887902557849884, 'rewards/rejected': -6.152746677398682, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 6.441536903381348, 'logps/chosen': -9.63065242767334, 'logps/rejected': -74.33642578125, 'logits/chosen': -26.628185272216797, 'logits/rejected': -41.036582946777344, 'epoch': 0.97}
{'loss': 0.2514, 'grad_norm': 0.07985876500606537, 'learning_rate': 1.1551253117947501e-07, 'rewards/chosen': 0.27100062370300293, 'rewards/rejected': -6.075466156005859, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 6.346467971801758, 'logps/chosen': -9.930699348449707, 'logps/rejected': -73.70613098144531, 'logits/chosen': -29.980846405029297, 'logits/rejected': -44.00047302246094, 'epoch': 0.98}
{'loss': 0.2128, 'grad_norm': 0.4642977714538574, 'learning_rate': 1.0066516213326998e-07, 'rewards/chosen': 0.19533489644527435, 'rewards/rejected': -5.982234477996826, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 6.1775689125061035, 'logps/chosen': -10.589051246643066, 'logps/rejected': -72.72756958007812, 'logits/chosen': -30.074108123779297, 'logits/rejected': -39.7226448059082, 'epoch': 0.98}
{'loss': 0.2766, 'grad_norm': 0.25454652309417725, 'learning_rate': 8.581779308706498e-08, 'rewards/chosen': 0.2423824518918991, 'rewards/rejected': -6.086911201477051, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 6.329293727874756, 'logps/chosen': -10.060379028320312, 'logps/rejected': -73.66725158691406, 'logits/chosen': -26.966493606567383, 'logits/rejected': -40.96170425415039, 'epoch': 0.98}
{'loss': 0.2115, 'grad_norm': 0.0257969219237566, 'learning_rate': 7.097042404085997e-08, 'rewards/chosen': 0.21655941009521484, 'rewards/rejected': -6.099726676940918, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.316286087036133, 'logps/chosen': -10.36971664428711, 'logps/rejected': -73.79431915283203, 'logits/chosen': -26.364097595214844, 'logits/rejected': -39.178714752197266, 'epoch': 0.99}
{'loss': 0.1072, 'grad_norm': 1.264586329460144, 'learning_rate': 5.612305499465495e-08, 'rewards/chosen': 0.3871232867240906, 'rewards/rejected': -6.168740749359131, 'rewards/accuracies': 0.9700000286102295, 'rewards/margins': 6.555864334106445, 'logps/chosen': -8.808049201965332, 'logps/rejected': -74.63330841064453, 'logits/chosen': -24.54071617126465, 'logits/rejected': -38.49541473388672, 'epoch': 0.99}
{'loss': 0.2302, 'grad_norm': 0.0641995444893837, 'learning_rate': 4.1275685948449936e-08, 'rewards/chosen': 0.2431081384420395, 'rewards/rejected': -5.956032752990723, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.199141025543213, 'logps/chosen': -10.095629692077637, 'logps/rejected': -72.4282455444336, 'logits/chosen': -28.2684326171875, 'logits/rejected': -40.84375, 'epoch': 0.99}
{'loss': 0.4604, 'grad_norm': 44.434654235839844, 'learning_rate': 2.6428316902244922e-08, 'rewards/chosen': 0.07777833193540573, 'rewards/rejected': -5.867984771728516, 'rewards/accuracies': 0.8949999809265137, 'rewards/margins': 5.945763111114502, 'logps/chosen': -11.953727722167969, 'logps/rejected': -71.66670227050781, 'logits/chosen': -28.083715438842773, 'logits/rejected': -41.533878326416016, 'epoch': 0.99}
{'loss': 0.2692, 'grad_norm': 0.035305093973875046, 'learning_rate': 1.1580947856039911e-08, 'rewards/chosen': 0.17958298325538635, 'rewards/rejected': -6.018264293670654, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 6.197847843170166, 'logps/chosen': -10.918307304382324, 'logps/rejected': -73.2859878540039, 'logits/chosen': -30.494413375854492, 'logits/rejected': -42.189414978027344, 'epoch': 1.0}
{'train_runtime': 2232.4126, 'train_samples_per_second': 30.169, 'train_steps_per_second': 7.543, 'train_loss': 0.32184349686307373, 'epoch': 1.0}
DPO training finished.
You are a sentiment classifier.

Sentence: This movie was amazing.
Sentiment: positive, engaged
